"Gambier Islands, French Polynesia, France",-0900,no timezone abbreviation
"Prague, Czech Republic",+0100,CET - Central European Time
"Chicago, Illinois, United States",-0600,CST - Central Standard Time
"Faisalabad, Pakistan",+0500,no timezone abbreviation
"Sucre, Bolivia",-0400,no timezone abbreviation
"Krasnoyarsk, Russian Federation",+0700,no timezone abbreviation
"Peshawar, Pakistan",+0500,no timezone abbreviation
"Pensacola, Florida, United States",-0600,CST - Central Standard Time
"Asmara, Eritrea",+0300,no timezone abbreviation
HNC,-0600,HNC - Heure Normale du Centre
"Medellin, Colombia",-0500,no timezone abbreviation
WDT,+0900,WDT - Western Daylight Time
"Apia, Samoa",-1100,no timezone abbreviation
"Jacksonville, Florida, United States",-0500,EST - Eastern Standard Time
EEDT,+0300,EEDT - Eastern European Daylight Time
"Kiritimati, Christmas Islands, Kiribati",+1400,no timezone abbreviation
"Harrisburg, Pennsylvania, United States",-0500,EST - Eastern Standard Time
"Yamoussoukro, Cote d'Ivoire (Ivory Coast)",+0000,UTC - Coordinated Universal Time
"Hyderãbãd, Andhra Pradesh, India",+0530,no timezone abbreviation
"Philadelphia, Pennsylvania, United States",-0500,EST - Eastern Standard Time
"Lexington-Fayette, Kentucky, United States",-0500,EST - Eastern Standard Time
"Agra, Uttar Pradesh, India",+0530,no timezone abbreviation
"Taipei, Taiwan",+0800,no timezone abbreviation
"Tampa, Florida, United States",-0500,EST - Eastern Standard Time
"Balikpapan, Kalimantan, Indonesia",+0800,no timezone abbreviation
"Macau, China",+0800,no timezone abbreviation
D,+0400,D - Delta Time Zone
"Glasgow, Scotland, United Kingdom",+0000,GMT - Greenwich Mean Time
"Minsk, Belarus",+0200,EET - Eastern European Time
"Qiqihar, China",+0800,no timezone abbreviation
"Acapulco, Guerrero, Mexico",-0600,CST - Central Standard Time
"Tucson, Arizona, United States",-0700,MST - Mountain Standard Time
T,-0700,T - Tango Time Zone
"Manila, Philippines",+0800,no timezone abbreviation
"Indianapolis, Indiana, United States",-0500,EST - Eastern Standard Time
CXT,+0700,CXT - Christmas Island Time
"Changsha, China",+0800,no timezone abbreviation
ACDT,+1030,ACDT - Australian Central Daylight Time
"Windsor, Ontario, Canada",-0500,EST - Eastern Standard Time
"Nagoya, Japan",+0900,no timezone abbreviation
"Regina, Saskatchewan, Canada",-0600,CST - Central Standard Time
"Naples, Italy",+0100,CET - Central European Time
"Nicosia, Cyprus",+0200,no timezone abbreviation
"Sian, China",+0800,no timezone abbreviation
"Fushun, China",+0800,no timezone abbreviation
"Surakarta, Java, Indonesia",+0700,no timezone abbreviation
"Basse-Terre, Guadeloupe, France",-0400,no timezone abbreviation
"Zhengzhou, China",+0800,no timezone abbreviation
"Gaza, Gaza Strip",+0200,no timezone abbreviation
"Tucumán, Tucumán, Argentina",-0200,no timezone abbreviation
"Vadodara, Gujarat, India",+0530,no timezone abbreviation
EET,+0200,EET - Eastern European Time
"Düsseldorf, North Rhine-Westphalia, Germany",+0100,CET - Central European Time
"Vienna, Austria",+0100,CET - Central European Time
"Veracruz, Veracruz, Mexico",-0600,CST - Central Standard Time
"Saint George's, Grenada",-0400,no timezone abbreviation
"Alexandria, Egypt",+0200,no timezone abbreviation
"St. Paul, Minnesota, United States",-0600,CST - Central Standard Time
"New York, New York, United States",-0500,EST - Eastern Standard Time
"Esfahãn, Iran",+0330,no timezone abbreviation
"Palma, Majorca, Spain",+0100,CET - Central European Time
"Endeh, Flores, Indonesia",+0800,no timezone abbreviation
"Shanghai, China",+0800,no timezone abbreviation
"Kyoto, Japan",+0900,no timezone abbreviation
"Praia, Cape Verde",-0100,no timezone abbreviation
"Bethlehem, West Bank",+0200,no timezone abbreviation
"Mogadishu, Somalia",+0300,no timezone abbreviation
"Willemstad, Netherlands Antilles, Netherlands",-0400,no timezone abbreviation
"Raba, Sumbawa, Indonesia",+0800,no timezone abbreviation
"Taiohae, Marquesas Islands, France",-0930,no timezone abbreviation
"Columbus, Ohio, United States",-0500,EST - Eastern Standard Time
"Choibalsan, Mongolia",+0800,no timezone abbreviation
"Whitehorse, Yukon Territory, Canada",-0800,PST - Pacific Standard Time
"Newark, New Jersey, United States",-0500,EST - Eastern Standard Time
"Liverpool, England, United Kingdom",+0000,GMT - Greenwich Mean Time
"Salem, Oregon, United States",-0800,PST - Pacific Standard Time
O,-0200,O - Oscar Time Zone
"Frankfurt, Hesse, Germany",+0100,CET - Central European Time
"Kuala Lumpur, Malaysia",+0800,no timezone abbreviation
"Pierre, South Dakota, United States",-0600,CST - Central Standard Time
"Okayama, Japan",+0900,no timezone abbreviation
"Fairbanks, Alaska, United States",-0900,AKST - Alaska Standard Time
"Libreville, Gabon",+0100,no timezone abbreviation
"Durban, South Africa",+0200,no timezone abbreviation
"Damascus, Syria",+0200,no timezone abbreviation
"Victoria, British Columbia, Canada",-0800,PST - Pacific Standard Time
"Milwaukee, Wisconsin, United States",-0600,CST - Central Standard Time
"Santa Fe, New Mexico, United States",-0700,MST - Mountain Standard Time
"Anshan, China",+0800,no timezone abbreviation
"Lusaka, Zambia",+0200,no timezone abbreviation
"San Bernardino, California, United States",-0800,PST - Pacific Standard Time
"Jilin, China",+0800,no timezone abbreviation
"Los Angeles, California, United States",-0800,PST - Pacific Standard Time
HAA,-0300,HAA - Heure Avancée de l'Atlantique
"New Orleans, Louisiana, United States",-0600,CST - Central Standard Time
"Szczecin, Poland",+0100,CET - Central European Time
"La Plata, Buenos Aires, Argentina",-0200,no timezone abbreviation
"Adelaide, South Australia, Australia",+0930,CDT - Central Daylight Time
"Aguascalientes, Aguascalientes, Mexico",-0600,CST - Central Standard Time
"Basra, Iraq",+0300,no timezone abbreviation
"Tsingtao, China",+0800,no timezone abbreviation
"Dallas, Texas, United States",-0600,CST - Central Standard Time
"Lucknow, Uttar Pradesh, India",+0530,no timezone abbreviation
"Anaheim, California, United States",-0800,PST - Pacific Standard Time
"Buenos Aires, Argentina",-0200,no timezone abbreviation
"Honiara, Solomon Islands",+1100,no timezone abbreviation
AEDT,+1100,AEDT - Australian Eastern Daylight Time or Australian Eastern Summer Time
"Saint John, New Brunswick, Canada",-0400,AST - Atlantic Standard Time
"Bandar Seri Begawan, Brunei Darussalam",+0800,no timezone abbreviation
"Québec, Quebec, Canada",-0500,EST - Eastern Standard Time
"Incheon, South Korea",+0900,no timezone abbreviation
"Stockton, California, United States",-0800,PST - Pacific Standard Time
"Tashkent, Uzbekistan",+0500,no timezone abbreviation
HAC,-0500,HAC - Heure Avancée du Centre
ADT,-0300,ADT - Atlantic Daylight Time
"Ashgabat, Turkmenistan",+0500,no timezone abbreviation
"Nuuk, Greenland, Denmark",-0300,no timezone abbreviation
"Jaipur, Rajasthan, India",+0530,no timezone abbreviation
"Castries, Saint Lucia",-0400,no timezone abbreviation
"Dover, Delaware, United States",-0500,EST - Eastern Standard Time
"Saint-Denis, Reunion (French)",+0400,no timezone abbreviation
"Male, Maldives",+0500,no timezone abbreviation
"Windhoek, Namibia",+0200,no timezone abbreviation
Z,+0000,Z - Zulu Time Zone
"Kamchatka, Russian Federation",+1200,no timezone abbreviation
"Guayaquil, Ecuador",-0500,no timezone abbreviation
GMT,+0000,GMT - Greenwich Mean Time
AWDT,+0900,AWDT - Australian Western Daylight Time
"Warsaw, Poland",+0100,CET - Central European Time
"Seoul, South Korea",+0900,no timezone abbreviation
"Rio de Janeiro, Rio de Janeiro, Brazil",-0200,no timezone abbreviation
MEZ,+0100,MEZ - Mitteleuropäische Zeit
"Lome, Togo",+0000,UTC - Coordinated Universal Time
MST,-0700,MST - Mountain Standard Time
"Ndjamena, Chad",+0100,no timezone abbreviation
AEST,+1000,AEST - Australian Eastern Standard Time
"Dublin, Ireland",+0000,GMT - Greenwich Mean Time
"Khartoum, Sudan",+0300,no timezone abbreviation
"Bucharest, Romania",+0200,EET - Eastern European Time
"Nashville, Tennessee, United States",-0600,CST - Central Standard Time
"Poznan, Poland",+0100,CET - Central European Time
"Cardiff, Wales, United Kingdom",+0000,GMT - Greenwich Mean Time
"Medan, Sumatera, Indonesia",+0700,no timezone abbreviation
"Jackson, Mississippi, United States",-0600,CST - Central Standard Time
"Bangkok, Thailand",+0700,no timezone abbreviation
ACST,+0930,ACST - Australian Central Standard Time
"Baghdad, Iraq",+0300,no timezone abbreviation
"Helsinki, Finland",+0200,EET - Eastern European Time
"Winnipeg, Manitoba, Canada",-0600,CST - Central Standard Time
"Maseru, Lesotho",+0200,no timezone abbreviation
"Hanoi, Vietnam",+0700,no timezone abbreviation
CEDT,+0200,CEDT - Central European Daylight Time
"Topeka, Kansas, United States",-0600,CST - Central Standard Time
"Djibouti, Djibouti",+0300,no timezone abbreviation
"Trenton, New Jersey, United States",-0500,EST - Eastern Standard Time
"Accra, Ghana",+0000,UTC - Coordinated Universal Time
"Freetown, Sierra Leone",+0000,UTC - Coordinated Universal Time
EST,-0500,EST - Eastern Standard Time
E,+0500,E - Echo Time Zone
"Conakry, Guinea",+0000,UTC - Coordinated Universal Time
"Jakarta, Java, Indonesia",+0700,no timezone abbreviation
"Khon Kaen, Thailand",+0700,no timezone abbreviation
"Fort Worth, Texas, United States",-0600,CST - Central Standard Time
U,-0800,U - Uniform Time Zone
"Arlington, Texas, United States",-0600,CST - Central Standard Time
"Frankfort, Kentucky, United States",-0500,EST - Eastern Standard Time
"Kazan, Russian Federation",+0300,no timezone abbreviation
"Dili, Timor-Leste",+0900,no timezone abbreviation
"Dhaka, Bangladesh",+0600,no timezone abbreviation
"Fresno, California, United States",-0800,PST - Pacific Standard Time
"Birmingham, Alabama, United States",-0600,CST - Central Standard Time
"Memphis, Tennessee, United States",-0600,CST - Central Standard Time
WEST,+0100,WEST - Western European Summer Time
"Ahmedabad, Gujarat, India",+0530,no timezone abbreviation
"Aqtobe, Kazakstan",+0500,no timezone abbreviation
"Boston, Massachusetts, United States",-0500,EST - Eastern Standard Time
"Istanbul, Turkey",+0200,EET - Eastern European Time
"Turin, Italy",+0100,CET - Central European Time
"Fernando de Noronha, Pernambuco, Brazil",-0200,no timezone abbreviation
"Shijiazhuang, China",+0800,no timezone abbreviation
"Panama, Panama",-0500,no timezone abbreviation
